"port","service"
22593,unknown
22595,unknown
22596,unknown
22597,unknown
22600,unknown
22609,unknown
22611,unknown
22617,unknown
22618,unknown
22619,unknown
22626,unknown
22633,unknown
22639,unknown
22640,unknown
22643,unknown
22647,unknown
22662,unknown
22667,unknown
22677,unknown
22684,unknown
22691,unknown
22692,unknown
22695,unknown
22701,unknown
22703,unknown
22710,unknown
22711,unknown
22713,unknown
22714,unknown
22719,unknown
22720,unknown
22721,unknown
22724,unknown
22725,unknown
22726,unknown
22727,unknown
22732,unknown
22733,unknown
22735,unknown
22736,unknown
22739,unknown
22740,unknown
22746,unknown
22747,unknown
22748,unknown
22750,unknown
22758,unknown
22762,unknown
22763,talikaserver
22764,unknown
22766,unknown
22769,unknown
22773,unknown
22776,unknown
22779,unknown
22784,unknown
22785,unknown
22787,unknown
22793,unknown
22799,unknown
22800,aws-brf
22806,unknown
22807,unknown
22810,unknown
22811,unknown
22815,unknown
22825,unknown
22828,unknown
22832,unknown
22839,unknown
22843,unknown
22844,unknown
22846,unknown
22847,unknown
22852,unknown
22853,unknown
22855,unknown
22857,unknown
22862,unknown
22864,unknown
22872,unknown
22876,unknown
22879,unknown
22881,unknown
22882,unknown
22883,unknown
22886,unknown
22891,unknown
22894,unknown
22898,unknown
22902,unknown
22903,unknown
22909,unknown
22914,unknown
22928,unknown
22931,unknown
22934,unknown
22935,unknown
22936,unknown
22939,unknown
22940,unknown
22945,unknown
22947,unknown
22949,unknown
22951,brf-gw
22954,unknown
22955,unknown
22959,unknown
22962,unknown
22964,unknown
22968,unknown
22969,unknown
22978,unknown
22979,unknown
22982,unknown
22986,unknown
22988,unknown
22991,unknown
22994,unknown
22996,unknown
23000,inovaport1
23001,inovaport2
23002,inovaport3
23003,inovaport4
23004,inovaport5
23005,inovaport6
23006,unknown
23008,unknown
23013,unknown
23017,unknown
23021,unknown
23022,unknown
23027,unknown
23033,unknown
23040,unknown
23041,unknown
23042,unknown
23045,unknown
23052,unknown
23053,gntp
23055,unknown
23059,unknown
23066,unknown
23073,unknown
23074,unknown
23076,unknown
23077,unknown
23080,unknown
23082,unknown
23084,unknown
23088,unknown
23089,unknown
23092,unknown
23093,unknown
23095,unknown
23102,unknown
23108,unknown
23111,unknown
23116,unknown
23117,unknown
23123,unknown
23131,unknown
23139,unknown
23143,unknown
23146,unknown
23147,unknown
23148,unknown
23150,unknown
23152,unknown
23153,unknown
23161,unknown
23162,unknown
23170,unknown
23172,unknown
23176,unknown
23177,unknown
23179,unknown
23180,unknown
23182,unknown
23183,unknown
23184,unknown
23186,unknown
23189,unknown
23193,unknown
23202,unknown
23203,unknown
23209,unknown
23219,unknown
23223,unknown
23228,unknown
23230,unknown
23236,unknown
23238,unknown
23256,unknown
23257,unknown
23258,unknown
23262,unknown
23265,unknown
23268,unknown
23270,unknown
23272,s102
23280,unknown
23281,unknown
23283,unknown
23289,unknown
23294,5afe-dir
23296,unknown
23298,unknown
23307,unknown
23320,unknown
23322,unknown
23323,unknown
23324,unknown
23327,unknown
23330,unknown
23333,elxmgmt
23334,unknown
23337,unknown
23341,unknown
23342,unknown
23344,unknown
23347,unknown
23350,unknown
23351,unknown
23352,unknown
23354,unknown
23356,unknown
23360,unknown
23363,unknown
23374,unknown
23378,unknown
23380,unknown
23382,unknown
23386,unknown
23390,unknown
23393,unknown
23394,unknown
23395,unknown
23396,unknown
23399,unknown
23400,novar-dbase
23401,novar-alarm
23402,novar-global
23406,unknown
23419,unknown
23421,unknown
23423,unknown
23425,unknown
23426,unknown
23428,unknown
23430,unknown
23436,unknown
23438,unknown
23440,unknown
23441,unknown
23445,unknown
23451,unknown
23455,unknown
23456,aequus
23457,aequus-alt
23468,unknown
23469,unknown
23470,unknown
23471,unknown
23477,unknown
23480,unknown
23495,unknown
23497,unknown
23502,unknown
23504,unknown
23509,unknown
23513,unknown
23519,unknown
23522,unknown
23524,unknown
23526,unknown
23529,unknown
23531,unknown
23532,unknown
23536,unknown
23537,unknown
23542,unknown
23546,areaguard-neo
23547,unknown
23550,unknown
23552,unknown
23553,unknown
23557,unknown
23563,unknown
23567,unknown
23568,unknown
23571,unknown
23575,unknown
23578,unknown
23583,unknown
23585,unknown
23586,unknown
23592,unknown
23595,unknown
23602,unknown
23606,unknown
23608,unknown
23610,unknown
23615,unknown
23619,unknown
23624,unknown
23632,unknown
23633,unknown
23635,unknown
23638,unknown
23648,unknown
23649,unknown
23651,unknown
23657,unknown
23663,unknown
23675,unknown
23678,unknown
23679,unknown
23682,unknown
23689,unknown
23691,unknown
23693,unknown
23694,unknown
23695,unknown
23696,unknown
23698,unknown
23704,unknown
23709,unknown
23714,unknown
23715,unknown
23718,unknown
23719,unknown
23723,unknown
23726,unknown
23728,unknown
23730,unknown
23734,unknown
23739,unknown
23740,unknown
23745,unknown
23746,unknown
23752,unknown
23755,unknown
23757,unknown
23758,unknown
23761,unknown
23768,unknown
23770,unknown
23771,unknown
23778,unknown
23781,unknown
23783,unknown
23786,unknown
23789,unknown
23791,unknown
23792,unknown
23794,unknown
23796,unknown
23807,unknown
23813,unknown
23814,unknown
23816,unknown
23835,unknown
23837,unknown
23840,unknown
23841,unknown
23854,unknown
23856,unknown
23857,unknown
23859,unknown
23863,unknown
23865,unknown
23875,unknown
23877,unknown
23884,unknown
23885,unknown
23887,unknown
23888,unknown
23891,unknown
23904,unknown
23907,unknown
23909,unknown
23916,unknown
23930,unknown
23936,unknown
23940,unknown
23945,unknown
23946,unknown
23949,unknown
23951,unknown
23953,unknown
23963,unknown
23964,unknown
23965,unknown
23969,unknown
23980,unknown
23981,unknown
23983,unknown
23985,unknown
23986,unknown
23987,unknown
23988,unknown
23989,unknown
23990,unknown
23993,unknown
24000,med-ltp
24001,med-fsp-rx
24002,med-fsp-tx
24003,med-supp
24004,med-ovw
24005,med-ci
24006,med-net-svc
24007,unknown
24008,unknown
24012,unknown
24013,unknown
24014,unknown
24016,unknown
24021,unknown
24022,unknown
24029,unknown
24031,unknown
24032,unknown
24033,unknown
24042,unknown
24056,unknown
24061,unknown
24063,unknown
24066,unknown
24069,unknown
24070,unknown
24075,unknown
24076,unknown
24092,unknown
24093,unknown
24096,unknown
24098,unknown
24104,unknown
24105,unknown
24107,unknown
24108,unknown
24111,unknown
24113,unknown
24121,unknown
24127,unknown
24129,unknown
24134,unknown
24139,unknown
24148,unknown
24151,unknown
24154,unknown
24155,unknown
24157,unknown
24158,unknown
24159,unknown
24160,unknown
24162,unknown
24165,unknown
24168,unknown
24172,unknown
24181,unknown
24187,unknown
24188,unknown
24201,unknown
24207,unknown
24212,unknown
24216,unknown
24218,unknown
24226,unknown
24232,unknown
24233,unknown
24234,unknown
24236,unknown
24241,unknown
24242,filesphere
24245,unknown
24247,unknown
24249,vista-4gl
24250,unknown
24257,unknown
24262,unknown
24263,unknown
24265,unknown
24266,unknown
24268,unknown
24271,unknown
24272,unknown
24273,unknown
24274,unknown
24276,unknown
24277,unknown
24279,unknown
24291,unknown
24300,unknown
24302,unknown
24306,unknown
24309,unknown
24321,ild
24322,hid
24323,unknown
24324,unknown
24326,unknown
24342,unknown
24346,unknown
24353,unknown
24355,unknown
24356,unknown
24360,unknown
24362,unknown
24363,unknown
24366,unknown
24373,unknown
24374,unknown
24386,intel_rci
24388,unknown
24392,unknown
24394,unknown
24397,unknown
24398,unknown
24404,unknown
24406,unknown
24409,unknown
24412,unknown
24413,unknown
24416,unknown
24418,unknown
24419,unknown
24420,unknown
24427,unknown
24428,unknown
24431,unknown
24432,unknown
24433,unknown
24440,unknown
24443,unknown
24444,unknown
24449,unknown
24452,unknown
24456,unknown
24460,unknown
24462,unknown
24463,unknown
24465,tonidods
24466,unknown
24467,unknown
24482,unknown
24489,unknown
24490,unknown
24496,unknown
24497,unknown
24500,unknown
24505,unknown
24508,unknown
24509,unknown
24511,unknown
24512,unknown
24518,unknown
24524,unknown
24527,unknown
24528,unknown
24538,unknown
24539,unknown
24552,unknown
24554,binkp
24555,unknown
24560,unknown
24562,unknown
24564,unknown
24567,unknown
24573,unknown
24577,bilobit
24580,unknown
24582,unknown
24584,unknown
24594,unknown
24595,unknown
24606,unknown
24610,unknown
24611,unknown
24616,unknown
24620,unknown
24622,unknown
24626,unknown
24627,unknown
24636,unknown
24639,unknown
24642,unknown
24644,unknown
24645,unknown
24650,unknown
24652,unknown
24655,unknown
24656,unknown
24657,unknown
24658,unknown
24665,unknown
24666,sdtvwcam
24668,unknown
24676,canditv
24677,flashfiler
24678,proactivate
24679,unknown
24680,tcc-http
24681,unknown
24684,unknown
24685,unknown
24686,unknown
24689,unknown
24692,unknown
24693,unknown
24696,unknown
24705,unknown
24706,unknown
24716,unknown
24722,unknown
24723,unknown
24725,unknown
24731,unknown
24732,unknown
24735,unknown
24737,unknown
24739,unknown
24740,unknown
24741,unknown
24754,cslg
24756,unknown
24761,unknown
24763,unknown
24767,unknown
24773,unknown
24779,unknown
24781,unknown
24782,unknown
24783,unknown
24790,unknown
24794,unknown
24795,unknown
24796,unknown
24798,unknown
24800,unknown
24802,unknown
24805,unknown
24811,unknown
24818,unknown
24822,unknown
24824,unknown
24825,unknown
24828,unknown
24831,unknown
24837,unknown
24840,unknown
24841,unknown
24843,unknown
24844,unknown
24848,unknown
24850,assoc-disc
24852,unknown
24854,unknown
24862,unknown
24865,unknown
24867,unknown
24869,unknown
24870,unknown
24871,unknown
24874,unknown
24875,unknown
24878,unknown
24882,unknown
24883,unknown
24890,unknown
24893,unknown
24899,unknown
24905,unknown
24910,unknown
24911,unknown
24916,unknown
24922,find
24926,unknown
24932,unknown
24936,unknown
24939,unknown
24941,unknown
24943,unknown
24945,unknown
24946,unknown
24950,unknown
24956,unknown
24957,unknown
24958,unknown
24963,unknown
24973,unknown
24980,unknown
24982,unknown
24983,unknown
24993,unknown
24995,unknown
24999,unknown
25000,icl-twobase1
25001,icl-twobase2
25002,icl-twobase3
25003,icl-twobase4
25004,icl-twobase5
25005,icl-twobase6
25006,icl-twobase7
25007,icl-twobase8
25008,icl-twobase9
25009,icl-twobase10
25011,unknown
25017,unknown
25018,unknown
25019,unknown
25020,unknown
25025,unknown
25028,unknown
25029,unknown
25030,unknown
25036,unknown
25040,unknown
25043,unknown
25052,unknown
25067,unknown
25069,unknown
25074,unknown
25078,unknown
25080,unknown
25081,unknown
25082,unknown
25086,unknown
25091,unknown
25093,unknown
25102,unknown
25103,unknown
25104,unknown
25107,unknown
25115,unknown
25127,unknown
25129,unknown
25135,unknown
25137,unknown
25147,unknown
25150,unknown
25153,unknown
25155,unknown
25157,unknown
25158,unknown
25159,unknown
25160,unknown
25163,unknown
25168,unknown
25169,unknown
25170,unknown
25173,unknown
25174,unknown
25180,unknown
25183,unknown
25184,unknown
25185,unknown
25191,unknown
25192,unknown
25197,unknown
25202,unknown
25204,unknown
25205,unknown
25211,unknown
25212,unknown
25214,unknown
25215,unknown
25217,unknown
25228,unknown
25230,unknown
25235,unknown
25237,unknown
25240,unknown
25241,unknown
25243,unknown
25244,unknown
25248,unknown
25249,unknown
25251,unknown
25258,unknown
25260,unknown
25262,unknown
25266,unknown
25267,unknown
25268,unknown
25271,unknown
25274,unknown
25280,unknown
25286,unknown
25288,unknown
25290,unknown
25301,unknown
25302,unknown
25304,unknown
25309,unknown
25314,unknown
25321,unknown
25327,unknown
25331,unknown
25332,unknown
25337,unknown
25338,unknown
25343,unknown
25348,unknown
25353,unknown
25364,unknown
25366,unknown
25369,unknown
25374,unknown
25375,unknown
25378,unknown
25385,unknown
25390,unknown
25394,unknown
25395,unknown
25396,unknown
25397,unknown
25398,unknown
25399,unknown
25402,unknown
25416,unknown
25418,unknown
25421,unknown
25428,unknown
25432,unknown
25439,unknown
25442,unknown
25443,unknown
25445,unknown
25446,unknown
25451,unknown
25453,unknown
25455,unknown
25460,unknown
25462,unknown
25466,unknown
25471,rna
25473,unknown
25474,unknown
25480,unknown
25483,unknown
25486,unknown
25488,unknown
25492,unknown
25493,unknown
25498,unknown
25499,unknown
25502,unknown
25509,unknown
25514,unknown
25515,unknown
25521,unknown
25522,unknown
25523,unknown
25524,unknown
25533,unknown
25534,unknown
25537,unknown
25538,unknown
25540,unknown
25541,unknown
25542,unknown
25544,unknown
25546,unknown
25560,unknown
25564,unknown
25565,minecraft
25567,unknown
25568,unknown
25569,unknown
25572,unknown
25573,unknown
25574,unknown
25576,sauterdongle
25579,unknown
25586,unknown
25588,unknown
25590,unknown
25591,unknown
25592,unknown
25594,unknown
25600,unknown
25603,unknown
25604,idtp
25611,unknown
25617,unknown
25618,unknown
25624,unknown
25627,unknown
25628,unknown
25630,unknown
25636,unknown
25641,unknown
25642,unknown
25643,unknown
25644,unknown
25652,unknown
25658,unknown
25659,unknown
25666,unknown
25667,unknown
25670,unknown
25677,unknown
25687,unknown
25703,unknown
25706,unknown
25709,unknown
25710,unknown
25712,unknown
25715,unknown
25716,unknown
25717,unknown
25723,unknown
25724,unknown
25730,unknown
25731,unknown
25733,unknown
25734,unknown
25735,unknown
25744,unknown
25751,unknown
25756,unknown
25763,unknown
25767,unknown
25768,unknown
25778,unknown
25790,unknown
25793,vocaltec-hos
25794,unknown
25798,unknown
25799,unknown
25815,unknown
25823,unknown
25826,unknown
25827,unknown
25832,unknown
25833,unknown
25841,unknown
25847,unknown
25849,unknown
25851,unknown
25853,unknown
25857,unknown
25868,unknown
25875,unknown
25879,unknown
25881,unknown
25887,unknown
25894,unknown
25896,unknown
25900,tasp-net
25901,niobserver
25902,nilinkanalyst
25903,niprobe
25909,unknown
25910,unknown
25913,unknown
25921,unknown
25925,unknown
25928,unknown
25929,unknown
25931,unknown
25940,unknown
25944,unknown
25949,unknown
25950,unknown
25951,unknown
25954,bf-game
25955,bf-master
25956,unknown
25958,unknown
25968,unknown
25969,unknown
25975,unknown
25980,unknown
25985,unknown
25987,unknown
25988,unknown
25989,unknown
25992,unknown
25993,unknown
26000,quake
26001,unknown
26002,unknown
26005,unknown
26007,unknown
26013,unknown
26020,unknown
26021,unknown
26026,unknown
26030,unknown
26031,unknown
26033,unknown
26035,unknown
26036,unknown
26039,unknown
26040,unknown
26048,unknown
26050,unknown
26052,unknown
26055,unknown
26057,unknown
26058,unknown
26062,unknown
26066,unknown
26067,unknown
26073,unknown
26078,unknown
26079,unknown
26080,unknown
26089,unknown
26090,unknown
26095,unknown
26100,unknown
26103,unknown
26107,unknown
26110,unknown
26116,unknown
26119,unknown
26121,unknown
26123,unknown
26127,unknown
26130,unknown
26131,unknown
26133,scscp
26134,unknown
26137,unknown
26141,unknown
26147,unknown
26157,unknown
26158,unknown
26163,unknown
26164,unknown
26171,unknown
26172,unknown
26175,unknown
26179,unknown
26181,unknown
26183,unknown
26187,unknown
26189,unknown
26191,unknown
26196,unknown
26198,unknown
26201,unknown
26203,unknown
26204,unknown
26205,unknown
26207,unknown
26208,wnn6-ds
26211,unknown
26214,unknown
26219,unknown
26225,unknown
26239,unknown
26243,unknown
26254,unknown
26257,cockroach
26260,ezproxy
26261,ezmeeting
26262,k3software-svr
26263,k3software-cli
26270,unknown
26273,unknown
26275,unknown
26279,unknown
26283,unknown
26284,unknown
26286,unknown
26289,unknown
26291,unknown
26296,unknown
26299,unknown
26304,unknown
26311,unknown
26318,unknown
26325,unknown
26337,unknown
26338,unknown
26339,unknown
26340,unknown
26356,unknown
26362,unknown
26364,unknown
26367,unknown
26369,unknown
26372,unknown
26376,unknown
26381,unknown
26384,unknown
26388,unknown
26395,unknown
26397,unknown
26401,unknown
26407,unknown
26409,unknown
26411,unknown
26413,unknown
26415,unknown
26416,unknown
26417,unknown
26418,unknown
26420,unknown
26423,unknown
26431,unknown
26432,unknown
26434,unknown
26436,unknown
26439,unknown
26442,unknown
26448,unknown
26451,unknown
26452,unknown
26466,unknown
26470,unknown
26473,unknown
26477,unknown
26481,unknown
26482,unknown
26484,unknown
26486,exoline-tcp
26487,exoconfig
26489,exonet
26491,unknown
26493,unknown
26497,unknown
26507,unknown
26508,unknown
26509,unknown
26512,unknown
26522,unknown
26523,unknown
26529,unknown
26531,unknown
26532,unknown
26536,unknown
26538,unknown
26541,unknown
26549,unknown
26556,unknown
26563,unknown
26573,unknown
26575,unknown
26578,unknown
26579,unknown
26585,unknown
26587,unknown
26594,unknown
26596,unknown
26618,unknown
26621,unknown
26622,unknown
26628,unknown
26631,unknown
26639,unknown
26641,unknown
26645,unknown
26649,unknown
26651,unknown
26654,unknown
26655,unknown
26664,unknown
26665,unknown
26666,unknown
26668,unknown
26669,unknown
26673,unknown
26674,unknown
26678,unknown
26679,unknown
26681,unknown
26683,unknown
26685,unknown
26689,unknown
26690,unknown
26691,unknown
26692,unknown
26695,unknown
26698,unknown
26699,unknown
26702,unknown
26705,unknown
26706,unknown
26708,unknown
26714,unknown
26718,unknown
26720,unknown
26724,unknown
26725,unknown
26742,unknown
26746,unknown
26747,unknown
26753,unknown
26754,unknown
26760,unknown
26761,unknown
26765,unknown
26771,unknown
26775,unknown
26776,unknown
26786,unknown
26792,unknown
26794,unknown
26795,unknown
26796,unknown
26801,unknown
26803,unknown
26805,unknown
26806,unknown
26810,unknown
26814,unknown
26819,unknown
26823,unknown
26829,unknown
26830,unknown
26839,unknown
26841,unknown
26842,unknown
26843,unknown
26845,unknown
26847,unknown
26857,unknown
26859,unknown
26860,unknown
26861,unknown
26866,unknown
26868,unknown
26872,unknown
26875,unknown
26876,unknown
26878,unknown
26881,unknown
26882,unknown
26884,unknown
26888,unknown
26891,unknown
26896,unknown
26899,unknown
26900,hexen2
26903,unknown
26906,unknown
26914,unknown
26916,unknown
26919,unknown
26926,unknown
26932,unknown
26934,unknown
26937,unknown
26941,unknown
26944,unknown
26949,unknown
26951,unknown
26953,unknown
26955,unknown
26958,unknown
26960,unknown
26963,unknown
26966,unknown
26970,unknown
26972,unknown
26973,unknown
26977,unknown
26979,unknown
26982,unknown
26983,unknown
26988,unknown
26994,unknown
26996,unknown
26998,unknown
27000,flex-lm
27001,flex-lm
27002,flex-lm
27003,flex-lm
27004,flex-lm
27005,flex-lm
27006,flex-lm
27007,flex-lm
27008,flex-lm
27009,flex-lm
27010,flexlm10
27014,unknown
27015,halflife
27016,unknown
27017,mongod
27018,mongod
27019,mongod
27020,unknown
27025,unknown
27027,unknown
27029,unknown
27032,unknown
27036,unknown
27038,unknown
27042,unknown
27046,unknown
27048,unknown
27049,unknown
27055,unknown
27057,unknown
27058,unknown
27061,unknown
27062,unknown
27064,unknown
27072,unknown
27074,unknown
27075,unknown
27076,unknown
27078,unknown
27079,unknown
27085,unknown
27087,unknown
27088,unknown
27089,unknown
27094,unknown
27095,unknown
27098,unknown
27100,unknown
27101,unknown
27104,unknown
27110,unknown
27118,unknown
27133,unknown
27139,unknown
27144,unknown
27147,unknown
27148,unknown
27150,unknown
27157,unknown
27169,unknown
27172,unknown
27174,unknown
27175,unknown
27179,unknown
27180,unknown
27182,unknown
27192,unknown
27195,unknown
27196,unknown
27200,unknown
27202,unknown
27204,unknown
27209,unknown
27212,unknown
27221,unknown
27223,unknown
27227,unknown
27228,unknown
27230,unknown
27232,unknown
27237,unknown
27249,unknown
27258,unknown
27259,unknown
27263,unknown
27268,unknown
27270,unknown
27271,unknown
27272,unknown
27274,unknown
27280,unknown
27285,unknown
27286,unknown
27287,unknown
27289,unknown
27290,unknown
27291,unknown
27298,unknown
27300,unknown
27310,unknown
27313,unknown
27316,unknown
27323,unknown
27330,unknown
27331,unknown
27340,unknown
27345,imagepump
27350,unknown
27351,unknown
27352,unknown
27353,unknown
27355,unknown
27356,unknown
27357,unknown
27358,unknown
27364,unknown
27366,unknown
27368,unknown
27372,unknown
27373,unknown
27374,subseven
27381,unknown
27391,unknown
27395,unknown
27397,unknown
27398,unknown
27408,unknown
27410,unknown
27414,unknown
27416,unknown
27424,unknown
27433,unknown
27436,unknown
27437,unknown
27438,unknown
27442,jesmsjc
27444,Trinoo_Bcast
27445,unknown
27449,unknown
27454,unknown
27455,unknown
27464,unknown
27465,unknown
27466,unknown
27470,unknown
27471,unknown
27473,unknown
27475,unknown
27476,unknown
27482,unknown
27487,unknown
27493,unknown
27500,quakeworld
27501,unknown
27504,kopek-httphead
27507,unknown
27510,unknown
27512,unknown
27521,unknown
27525,unknown
27532,unknown
27533,unknown
27537,unknown
27538,unknown
27547,unknown
27548,unknown
27556,unknown
27561,unknown
27563,unknown
27564,unknown
27566,unknown
27573,unknown
27575,unknown
27579,unknown
27581,unknown
27584,unknown
27586,unknown
27587,unknown
27588,unknown
27593,unknown
27597,unknown
27599,unknown
27600,unknown
27602,unknown
27606,unknown
27608,unknown
27617,unknown
27621,unknown
27622,unknown
27624,unknown
27626,unknown
27630,unknown
27631,unknown
27636,unknown
27637,unknown
27662,unknown
27663,unknown
27665,Trinoo_Master
27666,unknown
27669,unknown
27672,unknown
27673,unknown
27677,unknown
27678,unknown
27680,unknown
27682,unknown
27687,unknown
27688,unknown
27689,unknown
27690,unknown
27693,unknown
27694,unknown
27696,unknown
27698,unknown
27700,unknown
27702,unknown
27703,unknown
27705,unknown
27707,unknown
27708,unknown
27711,unknown
27712,unknown
27713,unknown
27714,unknown
27715,unknown
27718,unknown
27720,unknown
27721,unknown
27722,unknown
27729,unknown
27733,unknown
27735,unknown
27741,unknown
27742,unknown
27745,unknown
27750,unknown
27755,unknown
27756,unknown
27760,unknown
27767,unknown
27769,unknown
27770,unknown
27775,unknown
27781,unknown
27782,ars-vista
27783,unknown
27785,unknown
27786,unknown
27788,unknown
27792,unknown
27801,unknown
27803,unknown
27815,unknown
27817,unknown
27818,unknown
27822,unknown
27826,unknown
27828,unknown
27829,unknown
27830,unknown
27832,unknown
27833,unknown
27836,unknown
27838,unknown
27849,unknown
27850,unknown
27853,unknown
27856,unknown
27859,unknown
27860,unknown
27861,unknown
27863,unknown
27867,unknown
27869,unknown
27872,unknown
27876,astrolink
27884,unknown
27887,unknown
27892,unknown
27895,unknown
27899,unknown
27900,unknown
27902,unknown
27905,unknown
27910,quake2
27912,unknown
27916,unknown
27918,unknown
27919,unknown
27931,unknown
27939,unknown
27940,unknown
27944,unknown
27949,unknown
27951,unknown
27952,unknown
27954,unknown
27958,unknown
27959,unknown
27960,quake3
27967,unknown
27969,unknown
27970,unknown
27972,unknown
27973,unknown
27974,unknown
27979,unknown
27983,unknown
27984,unknown
27992,unknown
27994,unknown
27996,unknown
27999,tw-auth-key
28000,nxlmd
28001,pqsp
28005,unknown
28010,gruber-cashreg
28011,unknown
28017,mongod
28019,unknown
28020,unknown
28021,unknown
28028,unknown
28029,unknown
28034,unknown
28036,unknown
28043,unknown
28045,unknown
28051,unknown
28054,unknown
28058,unknown
28059,unknown
28064,unknown
28070,unknown
28071,unknown
28072,unknown
28074,unknown
28077,unknown
28078,unknown
28080,unknown
28089,unknown
28091,unknown
28094,unknown
28096,unknown
28097,unknown
28098,unknown
28105,unknown
28107,unknown
28108,unknown
28109,unknown
28112,unknown
28114,unknown
28116,unknown
28119,a27-ran-ran
28120,unknown
28121,unknown
28122,unknown
28124,unknown
28129,unknown
28141,unknown
28142,unknown
28144,unknown
28145,unknown
28148,unknown
28154,unknown
28155,unknown
28172,unknown
28178,unknown
28182,unknown
28183,unknown
28190,unknown
28195,unknown
28197,unknown
28200,unknown
28201,unknown
28203,unknown
28211,unknown
28212,unknown
28213,unknown
28215,unknown
28218,unknown
28219,unknown
28220,unknown
28221,unknown
28222,unknown
28230,unknown
28237,unknown
28239,unknown
28240,siemensgsm
28242,unknown
28243,unknown
28246,unknown
28247,unknown
28248,unknown
28251,unknown
28257,unknown
28263,unknown
28265,unknown
28271,unknown
28283,unknown
28292,unknown
28295,unknown
28298,unknown
28301,unknown
28303,unknown
28307,unknown
28309,unknown
28311,unknown
28315,unknown
28317,unknown
28322,unknown
28327,unknown
28334,unknown
28335,unknown
28344,unknown
28345,unknown
28348,unknown
28349,unknown
28353,unknown
28356,unknown
28366,unknown
28367,unknown
28369,unknown
28374,unknown
28377,unknown
28378,unknown
28380,unknown
28386,unknown
28387,unknown
28391,unknown
28392,unknown
28393,unknown
28396,unknown
28401,unknown
28411,unknown
28417,unknown
28419,unknown
28421,unknown
28422,unknown
28425,unknown
28427,unknown
28428,unknown
28433,unknown
28434,unknown
28437,unknown
28438,unknown
28440,unknown
28441,unknown
28445,unknown
28455,unknown
28464,unknown
28465,unknown
28466,unknown
28469,unknown
28471,unknown
28472,unknown
28476,unknown
28477,unknown
28483,unknown
28484,unknown
28485,unknown
28488,unknown
28493,unknown
28506,unknown
28513,unknown
28521,unknown
28525,unknown
28529,unknown
28530,unknown
28534,unknown
28537,unknown
28543,unknown
28544,unknown
28545,unknown
28547,unknown
28556,unknown
28561,unknown
28567,unknown
28575,unknown
28584,unknown
28586,unknown
28587,unknown
28589,bosswave
28597,unknown
28607,unknown
28609,unknown
28610,unknown
28617,unknown
28618,unknown
28620,unknown
28625,unknown
28630,unknown
28633,unknown
28638,unknown
28640,unknown
28641,unknown
28642,unknown
28643,unknown
28644,unknown
28645,unknown
28649,unknown
28654,unknown
28660,unknown
28661,unknown
28663,unknown
28664,unknown
28673,unknown
28674,unknown
28675,unknown
28682,unknown
28685,unknown
28689,unknown
28692,unknown
28696,unknown
28697,unknown
28700,unknown
28705,unknown
28706,unknown
28707,unknown
28708,unknown
28717,unknown
28719,unknown
28723,unknown
28725,unknown
28728,unknown
28729,unknown
28730,unknown
28734,unknown
28736,unknown
28737,unknown
28741,unknown
28744,unknown
28745,unknown
28746,unknown
28748,unknown
28750,unknown
28752,unknown
28754,unknown
28755,unknown
28765,unknown
28769,unknown
28772,unknown
28775,unknown
28776,unknown
28778,unknown
28779,unknown
28780,unknown
28785,unknown
28797,unknown
28800,unknown
28803,unknown
28808,unknown
28810,unknown
28811,unknown
28813,unknown
28815,unknown
28816,unknown
28822,unknown
28826,unknown
28827,unknown
28830,unknown
28836,unknown
28837,unknown
28839,unknown
28840,unknown
28845,unknown
28847,unknown
28850,unknown
28851,unknown
28854,unknown
28855,unknown
28856,unknown
28858,unknown
28865,unknown
28875,unknown
28876,unknown
28877,unknown
28879,unknown
28880,unknown
28883,unknown
28885,unknown
28887,unknown
28888,unknown
28892,unknown
28893,unknown
28895,unknown
28896,unknown
28898,unknown
28900,unknown
28902,unknown
28905,unknown
28906,unknown
28910,heretic2
28917,unknown
28919,unknown
28920,unknown
28924,unknown
28927,unknown
28931,unknown
28932,unknown
28933,unknown
28934,unknown
28938,unknown
28940,unknown
28943,unknown
28944,unknown
28945,unknown
28946,unknown
28952,unknown
28953,unknown
28954,unknown
28958,unknown
28965,unknown
28966,unknown
28967,unknown
28969,unknown
28973,unknown
28976,unknown
28979,unknown
28992,unknown
28995,unknown
28997,unknown
29000,saltd-licensing
29007,unknown
29008,unknown
29010,unknown
29013,unknown
29014,unknown
29022,unknown
29026,unknown
29030,unknown
29032,unknown
29036,unknown
29039,unknown
29045,unknown
29046,unknown
29048,unknown
29052,unknown
29053,unknown
29054,unknown
29056,unknown
29058,unknown
29061,unknown
29069,unknown
29070,unknown
29078,unknown
29082,unknown
29084,unknown
29087,unknown
29095,unknown
29105,unknown
29112,unknown
29114,unknown
29115,unknown
29118,sgsap
29121,unknown
29126,unknown
29129,unknown
29134,unknown
29135,unknown
29137,unknown
29142,unknown
29149,unknown
29150,unknown
29152,unknown
29153,unknown
29162,unknown
29163,unknown
29167,otmp
29168,sbcap
29169,iuhsctpassoc
29172,unknown
29177,unknown
29180,unknown
29183,unknown
29185,unknown
29186,unknown
29195,unknown
29196,unknown
29199,unknown
29200,unknown
29201,unknown
29203,unknown
29207,unknown
29211,unknown
29218,unknown
29220,unknown
29224,unknown
29230,unknown
29238,unknown
29239,unknown
29243,unknown
29248,unknown
29249,unknown
29256,unknown
29257,unknown
